row,col,state,conductance_s
2,13,Roff,1.000000000000e-06
2,14,Roff,1.000000000000e-06
2,15,Roff,1.000000000000e-06
2,16,Roff,1.000000000000e-06
2,17,Roff,1.000000000000e-06
2,18,Ron,1.000000000000e-03
2,19,Roff,1.000000000000e-06
2,20,Ron,1.000000000000e-03
2,21,Roff,1.000000000000e-06
2,22,Ron,1.000000000000e-03
2,23,Ron,1.000000000000e-03
2,24,Roff,1.000000000000e-06
2,25,Ron,1.000000000000e-03
2,26,Roff,1.000000000000e-06
2,27,Roff,1.000000000000e-06
2,28,Ron,1.000000000000e-03
2,29,Roff,1.000000000000e-06
2,30,Ron,1.000000000000e-03
2,31,Roff,1.000000000000e-06
2,32,Roff,1.000000000000e-06
2,33,Ron,1.000000000000e-03
2,34,Roff,1.000000000000e-06
2,35,Roff,1.000000000000e-06
2,36,Ron,1.000000000000e-03
2,37,Roff,1.000000000000e-06
2,38,Ron,1.000000000000e-03
2,39,Ron,1.000000000000e-03
2,40,Ron,1.000000000000e-03
2,41,Roff,1.000000000000e-06
2,42,Roff,1.000000000000e-06
2,43,Ron,1.000000000000e-03
2,44,Roff,1.000000000000e-06
2,45,Ron,1.000000000000e-03
2,46,Ron,1.000000000000e-03
2,47,Ron,1.000000000000e-03
2,48,Ron,1.000000000000e-03
2,49,Ron,1.000000000000e-03
2,50,Ron,1.000000000000e-03
2,51,Roff,1.000000000000e-06
2,52,Roff,1.000000000000e-06
2,53,Roff,1.000000000000e-06
2,54,Roff,1.000000000000e-06
2,55,Ron,1.000000000000e-03
2,56,Ron,1.000000000000e-03
2,57,Ron,1.000000000000e-03
2,58,Ron,1.000000000000e-03
2,59,Ron,1.000000000000e-03
2,60,Ron,1.000000000000e-03
2,61,Ron,1.000000000000e-03
2,62,Ron,1.000000000000e-03
2,63,Roff,1.000000000000e-06
2,64,Roff,1.000000000000e-06
2,65,Roff,1.000000000000e-06
2,66,Roff,1.000000000000e-06
2,67,Roff,1.000000000000e-06
2,68,Roff,1.000000000000e-06
2,69,Roff,1.000000000000e-06
2,70,Ron,1.000000000000e-03
2,71,Roff,1.000000000000e-06
2,72,Roff,1.000000000000e-06
2,73,Ron,1.000000000000e-03
2,74,Roff,1.000000000000e-06
2,75,Ron,1.000000000000e-03
2,76,Roff,1.000000000000e-06
2,77,Ron,1.000000000000e-03
2,78,Roff,1.000000000000e-06
2,79,Roff,1.000000000000e-06
2,80,Roff,1.000000000000e-06
2,81,Roff,1.000000000000e-06
2,82,Roff,1.000000000000e-06
2,83,Ron,1.000000000000e-03
2,84,Roff,1.000000000000e-06
2,85,Roff,1.000000000000e-06
2,86,Ron,1.000000000000e-03
2,87,Roff,1.000000000000e-06
2,88,Ron,1.000000000000e-03
2,89,Ron,1.000000000000e-03
2,90,Ron,1.000000000000e-03
2,91,Roff,1.000000000000e-06
2,92,Roff,1.000000000000e-06
2,93,Ron,1.000000000000e-03
2,94,Roff,1.000000000000e-06
2,95,Roff,1.000000000000e-06
2,96,Ron,1.000000000000e-03
2,97,Roff,1.000000000000e-06
2,98,Ron,1.000000000000e-03
2,99,Roff,1.000000000000e-06
2,100,Roff,1.000000000000e-06
2,101,Roff,1.000000000000e-06
2,102,Roff,1.000000000000e-06
2,103,Roff,1.000000000000e-06
2,104,Roff,1.000000000000e-06
2,105,Roff,1.000000000000e-06
2,106,Ron,1.000000000000e-03
2,107,Ron,1.000000000000e-03
2,108,Roff,1.000000000000e-06
2,109,Ron,1.000000000000e-03
2,110,Roff,1.000000000000e-06
2,111,Roff,1.000000000000e-06
2,112,Ron,1.000000000000e-03
2,113,Ron,1.000000000000e-03
2,114,Roff,1.000000000000e-06
2,115,Roff,1.000000000000e-06
2,116,Roff,1.000000000000e-06
2,117,Roff,1.000000000000e-06
2,118,Ron,1.000000000000e-03
2,119,Roff,1.000000000000e-06
2,120,Roff,1.000000000000e-06
2,121,Roff,1.000000000000e-06
2,122,Ron,1.000000000000e-03
2,123,Roff,1.000000000000e-06
2,124,Ron,1.000000000000e-03
2,125,Roff,1.000000000000e-06
2,126,Ron,1.000000000000e-03
2,127,Ron,1.000000000000e-03
3,0,Ron,1.000000000000e-03
3,1,Roff,1.000000000000e-06
3,2,Roff,1.000000000000e-06
3,3,Ron,1.000000000000e-03
3,4,Ron,1.000000000000e-03
3,5,Roff,1.000000000000e-06
3,6,Ron,1.000000000000e-03
3,7,Roff,1.000000000000e-06
3,8,Ron,1.000000000000e-03
3,9,Roff,1.000000000000e-06
3,10,Ron,1.000000000000e-03
3,11,Roff,1.000000000000e-06
3,12,Ron,1.000000000000e-03
3,13,Ron,1.000000000000e-03
3,14,Roff,1.000000000000e-06
3,15,Roff,1.000000000000e-06
3,16,Roff,1.000000000000e-06
3,17,Roff,1.000000000000e-06
3,18,Ron,1.000000000000e-03
3,19,Roff,1.000000000000e-06
3,20,Ron,1.000000000000e-03
3,21,Roff,1.000000000000e-06
3,22,Ron,1.000000000000e-03
3,23,Roff,1.000000000000e-06
3,24,Roff,1.000000000000e-06
3,25,Roff,1.000000000000e-06
3,26,Roff,1.000000000000e-06
3,27,Ron,1.000000000000e-03
3,28,Ron,1.000000000000e-03
3,29,Ron,1.000000000000e-03
3,30,Ron,1.000000000000e-03
3,31,Ron,1.000000000000e-03
3,32,Roff,1.000000000000e-06
3,33,Ron,1.000000000000e-03
3,34,Roff,1.000000000000e-06
3,35,Ron,1.000000000000e-03
3,36,Roff,1.000000000000e-06
3,37,Roff,1.000000000000e-06
3,38,Ron,1.000000000000e-03
3,39,Roff,1.000000000000e-06
3,40,Roff,1.000000000000e-06
3,41,Ron,1.000000000000e-03
3,42,Roff,1.000000000000e-06
3,43,Ron,1.000000000000e-03
3,44,Roff,1.000000000000e-06
3,45,Roff,1.000000000000e-06
3,46,Roff,1.000000000000e-06
3,47,Ron,1.000000000000e-03
3,48,Roff,1.000000000000e-06
3,49,Ron,1.000000000000e-03
3,50,Roff,1.000000000000e-06
3,51,Ron,1.000000000000e-03
3,52,Ron,1.000000000000e-03
3,53,Ron,1.000000000000e-03
3,54,Roff,1.000000000000e-06
3,55,Ron,1.000000000000e-03
3,56,Ron,1.000000000000e-03
3,57,Roff,1.000000000000e-06
3,58,Ron,1.000000000000e-03
3,59,Roff,1.000000000000e-06
3,60,Roff,1.000000000000e-06
3,61,Roff,1.000000000000e-06
3,62,Ron,1.000000000000e-03
3,63,Ron,1.000000000000e-03
3,64,Roff,1.000000000000e-06
3,65,Ron,1.000000000000e-03
3,66,Roff,1.000000000000e-06
3,67,Ron,1.000000000000e-03
3,68,Roff,1.000000000000e-06
3,69,Ron,1.000000000000e-03
3,70,Roff,1.000000000000e-06
3,71,Ron,1.000000000000e-03
3,72,Ron,1.000000000000e-03
3,73,Roff,1.000000000000e-06
3,74,Roff,1.000000000000e-06
3,75,Ron,1.000000000000e-03
3,76,Ron,1.000000000000e-03
3,77,Roff,1.000000000000e-06
3,78,Ron,1.000000000000e-03
3,79,Roff,1.000000000000e-06
3,80,Ron,1.000000000000e-03
3,81,Ron,1.000000000000e-03
3,82,Roff,1.000000000000e-06
3,83,Ron,1.000000000000e-03
3,84,Roff,1.000000000000e-06
3,85,Roff,1.000000000000e-06
3,86,Ron,1.000000000000e-03
3,87,Ron,1.000000000000e-03
3,88,Ron,1.000000000000e-03
3,89,Ron,1.000000000000e-03
3,90,Ron,1.000000000000e-03
3,91,Roff,1.000000000000e-06
3,92,Roff,1.000000000000e-06
3,93,Ron,1.000000000000e-03
3,94,Roff,1.000000000000e-06
3,95,Roff,1.000000000000e-06
3,96,Roff,1.000000000000e-06
3,97,Roff,1.000000000000e-06
3,98,Roff,1.000000000000e-06
3,99,Roff,1.000000000000e-06
3,100,Roff,1.000000000000e-06
3,101,Ron,1.000000000000e-03
3,102,Ron,1.000000000000e-03
3,103,Ron,1.000000000000e-03
3,104,Roff,1.000000000000e-06
3,105,Roff,1.000000000000e-06
3,106,Ron,1.000000000000e-03
3,107,Roff,1.000000000000e-06
3,108,Ron,1.000000000000e-03
3,109,Ron,1.000000000000e-03
3,110,Roff,1.000000000000e-06
3,111,Ron,1.000000000000e-03
3,112,Roff,1.000000000000e-06
3,113,Ron,1.000000000000e-03
3,114,Roff,1.000000000000e-06
3,115,Ron,1.000000000000e-03
3,116,Ron,1.000000000000e-03
3,117,Ron,1.000000000000e-03
3,118,Ron,1.000000000000e-03
3,119,Roff,1.000000000000e-06
3,120,Ron,1.000000000000e-03
3,121,Ron,1.000000000000e-03
3,122,Ron,1.000000000000e-03
3,123,Ron,1.000000000000e-03
3,124,Ron,1.000000000000e-03
3,125,Roff,1.000000000000e-06
3,126,Ron,1.000000000000e-03
3,127,Roff,1.000000000000e-06
4,0,Roff,1.000000000000e-06
4,1,Ron,1.000000000000e-03
4,2,Ron,1.000000000000e-03
4,3,Ron,1.000000000000e-03
4,4,Ron,1.000000000000e-03
4,5,Ron,1.000000000000e-03
4,6,Roff,1.000000000000e-06
4,7,Ron,1.000000000000e-03
4,8,Ron,1.000000000000e-03
4,9,Roff,1.000000000000e-06
4,10,Roff,1.000000000000e-06
4,11,Roff,1.000000000000e-06
4,12,Roff,1.000000000000e-06
4,13,Ron,1.000000000000e-03
4,14,Ron,1.000000000000e-03
4,15,Ron,1.000000000000e-03
4,16,Ron,1.000000000000e-03
4,17,Roff,1.000000000000e-06
4,18,Roff,1.000000000000e-06
4,19,Roff,1.000000000000e-06
4,20,Roff,1.000000000000e-06
4,21,Roff,1.000000000000e-06
4,22,Ron,1.000000000000e-03
4,23,Ron,1.000000000000e-03
4,24,Roff,1.000000000000e-06
4,25,Ron,1.000000000000e-03
4,26,Roff,1.000000000000e-06
4,27,Roff,1.000000000000e-06
4,28,Ron,1.000000000000e-03
4,29,Ron,1.000000000000e-03
4,30,Ron,1.000000000000e-03
4,31,Roff,1.000000000000e-06
4,32,Ron,1.000000000000e-03
4,33,Roff,1.000000000000e-06
4,34,Ron,1.000000000000e-03
4,35,Ron,1.000000000000e-03
4,36,Roff,1.000000000000e-06
4,37,Ron,1.000000000000e-03
4,38,Ron,1.000000000000e-03
4,39,Ron,1.000000000000e-03
4,40,Ron,1.000000000000e-03
4,41,Ron,1.000000000000e-03
4,42,Roff,1.000000000000e-06
4,43,Roff,1.000000000000e-06
4,44,Roff,1.000000000000e-06
4,45,Roff,1.000000000000e-06
4,46,Ron,1.000000000000e-03
4,47,Ron,1.000000000000e-03
4,48,Ron,1.000000000000e-03
4,49,Roff,1.000000000000e-06
4,50,Roff,1.000000000000e-06
4,51,Ron,1.000000000000e-03
4,52,Ron,1.000000000000e-03
4,53,Ron,1.000000000000e-03
4,54,Ron,1.000000000000e-03
4,55,Roff,1.000000000000e-06
4,56,Roff,1.000000000000e-06
4,57,Ron,1.000000000000e-03
4,58,Ron,1.000000000000e-03
4,59,Roff,1.000000000000e-06
4,60,Roff,1.000000000000e-06
4,61,Roff,1.000000000000e-06
4,62,Ron,1.000000000000e-03
4,63,Ron,1.000000000000e-03
4,64,Roff,1.000000000000e-06
4,65,Ron,1.000000000000e-03
4,66,Ron,1.000000000000e-03
4,67,Ron,1.000000000000e-03
4,68,Roff,1.000000000000e-06
4,69,Roff,1.000000000000e-06
4,70,Roff,1.000000000000e-06
4,71,Roff,1.000000000000e-06
4,72,Ron,1.000000000000e-03
4,73,Roff,1.000000000000e-06
4,74,Ron,1.000000000000e-03
4,75,Roff,1.000000000000e-06
4,76,Roff,1.000000000000e-06
4,77,Ron,1.000000000000e-03
4,78,Roff,1.000000000000e-06
4,79,Ron,1.000000000000e-03
4,80,Roff,1.000000000000e-06
4,81,Roff,1.000000000000e-06
4,82,Ron,1.000000000000e-03
4,83,Roff,1.000000000000e-06
4,84,Roff,1.000000000000e-06
4,85,Roff,1.000000000000e-06
4,86,Ron,1.000000000000e-03
4,87,Roff,1.000000000000e-06
4,88,Roff,1.000000000000e-06
4,89,Ron,1.000000000000e-03
4,90,Roff,1.000000000000e-06
4,91,Ron,1.000000000000e-03
4,92,Roff,1.000000000000e-06
4,93,Roff,1.000000000000e-06
4,94,Ron,1.000000000000e-03
4,95,Ron,1.000000000000e-03
4,96,Roff,1.000000000000e-06
4,97,Ron,1.000000000000e-03
4,98,Ron,1.000000000000e-03
4,99,Ron,1.000000000000e-03
4,100,Ron,1.000000000000e-03
4,101,Ron,1.000000000000e-03
4,102,Ron,1.000000000000e-03
4,103,Roff,1.000000000000e-06
4,104,Ron,1.000000000000e-03
4,105,Roff,1.000000000000e-06
4,106,Ron,1.000000000000e-03
4,107,Ron,1.000000000000e-03
4,108,Ron,1.000000000000e-03
4,109,Roff,1.000000000000e-06
4,110,Ron,1.000000000000e-03
4,111,Roff,1.000000000000e-06
4,112,Ron,1.000000000000e-03
4,113,Ron,1.000000000000e-03
4,114,Roff,1.000000000000e-06
4,115,Ron,1.000000000000e-03
4,116,Ron,1.000000000000e-03
4,117,Ron,1.000000000000e-03
4,118,Roff,1.000000000000e-06
4,119,Roff,1.000000000000e-06
4,120,Roff,1.000000000000e-06
4,121,Ron,1.000000000000e-03
4,122,Roff,1.000000000000e-06
4,123,Ron,1.000000000000e-03
4,124,Ron,1.000000000000e-03
4,125,Roff,1.000000000000e-06
4,126,Ron,1.000000000000e-03
4,127,Ron,1.000000000000e-03
5,0,Roff,1.000000000000e-06
5,1,Ron,1.000000000000e-03
5,2,Ron,1.000000000000e-03
5,3,Roff,1.000000000000e-06
5,4,Ron,1.000000000000e-03
5,5,Ron,1.000000000000e-03
5,6,Roff,1.000000000000e-06
5,7,Ron,1.000000000000e-03
5,8,Ron,1.000000000000e-03
5,9,Roff,1.000000000000e-06
5,10,Roff,1.000000000000e-06
5,11,Roff,1.000000000000e-06
5,12,Roff,1.000000000000e-06
5,13,Ron,1.000000000000e-03
5,14,Roff,1.000000000000e-06
5,15,Roff,1.000000000000e-06
5,16,Ron,1.000000000000e-03
5,17,Roff,1.000000000000e-06
5,18,Roff,1.000000000000e-06
5,19,Ron,1.000000000000e-03
5,20,Ron,1.000000000000e-03
5,21,Roff,1.000000000000e-06
5,22,Roff,1.000000000000e-06
5,23,Ron,1.000000000000e-03
5,24,Ron,1.000000000000e-03
5,25,Roff,1.000000000000e-06
5,26,Ron,1.000000000000e-03
5,27,Roff,1.000000000000e-06
5,28,Roff,1.000000000000e-06
5,29,Ron,1.000000000000e-03
5,30,Roff,1.000000000000e-06
5,31,Roff,1.000000000000e-06
5,32,Roff,1.000000000000e-06
5,33,Roff,1.000000000000e-06
5,34,Ron,1.000000000000e-03
5,35,Ron,1.000000000000e-03
5,36,Ron,1.000000000000e-03
5,37,Roff,1.000000000000e-06
5,38,Roff,1.000000000000e-06
5,39,Roff,1.000000000000e-06
5,40,Ron,1.000000000000e-03
5,41,Ron,1.000000000000e-03
5,42,Roff,1.000000000000e-06
5,43,Roff,1.000000000000e-06
5,44,Roff,1.000000000000e-06
5,45,Ron,1.000000000000e-03
5,46,Roff,1.000000000000e-06
5,47,Roff,1.000000000000e-06
5,48,Roff,1.000000000000e-06
5,49,Roff,1.000000000000e-06
5,50,Ron,1.000000000000e-03
5,51,Ron,1.000000000000e-03
5,52,Roff,1.000000000000e-06
5,53,Ron,1.000000000000e-03
5,54,Ron,1.000000000000e-03
5,55,Roff,1.000000000000e-06
5,56,Roff,1.000000000000e-06
5,57,Roff,1.000000000000e-06
5,58,Ron,1.000000000000e-03
5,59,Ron,1.000000000000e-03
5,60,Ron,1.000000000000e-03
5,61,Roff,1.000000000000e-06
5,62,Ron,1.000000000000e-03
5,63,Roff,1.000000000000e-06
5,64,Roff,1.000000000000e-06
5,65,Ron,1.000000000000e-03
5,66,Roff,1.000000000000e-06
5,67,Roff,1.000000000000e-06
5,68,Ron,1.000000000000e-03
5,69,Ron,1.000000000000e-03
5,70,Ron,1.000000000000e-03
5,71,Roff,1.000000000000e-06
5,72,Ron,1.000000000000e-03
5,73,Ron,1.000000000000e-03
5,74,Ron,1.000000000000e-03
5,75,Roff,1.000000000000e-06
5,76,Ron,1.000000000000e-03
5,77,Roff,1.000000000000e-06
5,78,Roff,1.000000000000e-06
5,79,Ron,1.000000000000e-03
5,80,Roff,1.000000000000e-06
5,81,Ron,1.000000000000e-03
5,82,Roff,1.000000000000e-06
5,83,Roff,1.000000000000e-06
5,84,Roff,1.000000000000e-06
5,85,Ron,1.000000000000e-03
5,86,Ron,1.000000000000e-03
5,87,Ron,1.000000000000e-03
5,88,Roff,1.000000000000e-06
5,89,Roff,1.000000000000e-06
5,90,Ron,1.000000000000e-03
5,91,Roff,1.000000000000e-06
5,92,Roff,1.000000000000e-06
5,93,Ron,1.000000000000e-03
5,94,Ron,1.000000000000e-03
5,95,Roff,1.000000000000e-06
5,96,Ron,1.000000000000e-03
5,97,Roff,1.000000000000e-06
5,98,Roff,1.000000000000e-06
5,99,Roff,1.000000000000e-06
5,100,Ron,1.000000000000e-03
5,101,Ron,1.000000000000e-03
5,102,Roff,1.000000000000e-06
5,103,Ron,1.000000000000e-03
5,104,Ron,1.000000000000e-03
5,105,Ron,1.000000000000e-03
5,106,Ron,1.000000000000e-03
5,107,Ron,1.000000000000e-03
5,108,Roff,1.000000000000e-06
5,109,Ron,1.000000000000e-03
5,110,Ron,1.000000000000e-03
5,111,Roff,1.000000000000e-06
5,112,Ron,1.000000000000e-03
5,113,Roff,1.000000000000e-06
5,114,Roff,1.000000000000e-06
5,115,Roff,1.000000000000e-06
5,116,Ron,1.000000000000e-03
5,117,Ron,1.000000000000e-03
5,118,Ron,1.000000000000e-03
5,119,Ron,1.000000000000e-03
5,120,Ron,1.000000000000e-03
5,121,Ron,1.000000000000e-03
5,122,Ron,1.000000000000e-03
5,123,Ron,1.000000000000e-03
5,124,Roff,1.000000000000e-06
5,125,Ron,1.000000000000e-03
5,126,Ron,1.000000000000e-03
5,127,Ron,1.000000000000e-03
6,0,Ron,1.000000000000e-03
6,1,Roff,1.000000000000e-06
6,2,Roff,1.000000000000e-06
6,3,Roff,1.000000000000e-06
6,4,Ron,1.000000000000e-03
6,5,Ron,1.000000000000e-03
6,6,Roff,1.000000000000e-06
6,7,Ron,1.000000000000e-03
